segment,frame_number,object_class,class_name,confidence_score,x1,y1,x2,y2,is_face
segment_000.mp4,0,0,person,0.8159425854682922,0.56533813,138.04678,300.78882,477.51816,False
segment_000.mp4,1,0,person,0.7971262335777283,0.58877563,137.0726,292.126,478.49106,False
segment_000.mp4,2,0,person,0.8825802206993103,0.5677185,135.68622,293.39523,477.19934,False
segment_000.mp4,2,73,book,0.6024197340011597,190.80273,0.51820374,559.24084,129.75482,False
segment_000.mp4,3,0,person,0.8595125079154968,0.32354736,138.31378,297.61493,477.87427,False
segment_000.mp4,3,73,book,0.47825032472610474,191.86035,0.59710693,558.00494,132.22311,False
segment_000.mp4,4,0,person,0.8286156058311462,0.20114136,140.75098,310.50046,479.0133,False
segment_000.mp4,4,73,book,0.2927345335483551,206.92621,0.53382874,570.3488,135.8045,False
segment_000.mp4,5,0,person,0.6457278728485107,0.33480835,143.0436,318.3705,479.42737,False
segment_000.mp4,6,0,person,0.7604920864105225,0.70755005,154.4224,322.41544,479.01035,False
segment_000.mp4,6,0,person,0.3109346032142639,0.70254517,80.80795,322.42633,387.11197,False
segment_000.mp4,7,0,person,0.738161563873291,0.3647766,159.02014,331.9503,478.8548,False
segment_000.mp4,7,0,person,0.37600868940353394,0.8969116,8.203735,332.14948,460.21497,False
segment_000.mp4,8,0,person,0.4668079614639282,0.65753174,15.60968,340.78912,390.79865,False
segment_000.mp4,8,0,person,0.38847780227661133,0.0,147.38947,338.01178,478.90643,False
segment_000.mp4,9,0,person,0.793615460395813,0.76486206,20.156921,345.39233,476.98102,False
segment_000.mp4,10,0,person,0.8003465533256531,0.6364746,13.71344,355.0816,478.049,False
segment_000.mp4,11,0,person,0.8359178900718689,0.9316406,34.625793,368.84613,478.4464,False
segment_000.mp4,12,0,person,0.40939489006996155,0.4729309,267.73004,361.857,479.82465,False
segment_000.mp4,12,0,person,0.3300415575504303,1.4640198,0.91638184,476.95816,418.00452,False
segment_000.mp4,12,0,person,0.29908958077430725,0.6439209,183.42802,378.43915,479.17535,False
segment_000.mp4,13,0,person,0.37731489539146423,0.2987671,276.89655,288.00183,479.55255,False
segment_000.mp4,13,0,person,0.34661155939102173,3.7163696,195.14478,390.41797,479.258,False
segment_000.mp4,14,0,person,0.4462907314300537,14.560852,304.25616,320.9685,479.6751,False
segment_000.mp4,14,0,person,0.2890605330467224,13.971741,198.83563,400.40387,479.78296,False
segment_000.mp4,15,0,person,0.5509716868400574,31.486572,196.57227,409.88828,479.9065,False
segment_000.mp4,16,0,person,0.45915406942367554,30.820343,210.69211,423.9436,479.83304,False
segment_000.mp4,17,0,person,0.707115650177002,44.460144,203.48352,421.83527,478.9757,False
segment_000.mp4,18,0,person,0.7202495336532593,44.59326,205.5362,422.9131,478.9992,False
segment_000.mp4,18,0,person,0.3142789304256439,53.15924,301.90186,424.0885,479.63477,False
segment_000.mp4,19,0,person,0.6145566701889038,41.27939,209.60881,424.0089,478.95343,False
segment_000.mp4,20,0,person,0.6743687987327576,38.62268,215.80275,429.263,478.95496,False
segment_000.mp4,21,0,person,0.6507883071899414,41.779724,218.39876,435.00403,479.00092,False
segment_000.mp4,22,0,person,0.5325355529785156,43.02072,218.61983,426.44058,478.89532,False
segment_000.mp4,22,0,person,0.2748483717441559,54.28186,310.4533,426.60754,479.68713,False
segment_000.mp4,23,0,person,0.5457426309585571,38.08722,209.22656,419.4701,479.04443,False
segment_000.mp4,24,0,person,0.5442344546318054,34.6532,209.15077,414.8352,479.45422,False
segment_000.mp4,24,0,person,0.30798667669296265,42.892853,290.3813,415.396,479.5688,False
segment_000.mp4,25,0,person,0.7294413447380066,26.671143,200.16656,407.89346,478.99683,False
segment_000.mp4,26,0,person,0.6939800381660461,19.779846,194.43819,403.31427,478.85956,False
segment_000.mp4,26,16,dog,0.25222599506378174,121.94538,0.13647461,315.95264,103.826096,False
segment_000.mp4,27,0,person,0.6907479763031006,14.98822,189.2767,403.39124,479.2291,False
segment_000.mp4,28,0,person,0.6928322911262512,15.221436,194.70142,404.2574,479.17932,False
segment_000.mp4,29,0,person,0.7091373205184937,16.016083,195.78247,404.8611,479.10583,False
segment_000.mp4,29,74,clock,0.3226250410079956,273.19458,0.31995392,409.92834,113.3615,False
segment_000.mp4,30,0,person,0.7112780213356018,17.23938,192.57164,405.97668,479.17102,False
segment_000.mp4,31,0,person,0.7719314694404602,14.950195,186.85072,405.58093,479.17627,False
segment_000.mp4,32,0,person,0.5616152882575989,16.77707,184.92578,401.01398,479.1023,False
segment_000.mp4,33,0,person,0.6417903304100037,21.687683,178.37315,408.27835,479.1488,False
segment_000.mp4,34,0,person,0.36965563893318176,26.422638,184.50856,410.04504,478.46045,False
segment_000.mp4,34,0,person,0.351897656917572,370.76385,291.4107,538.9085,479.66302,False
segment_000.mp4,35,0,person,0.6504604816436768,369.73102,287.03912,503.80377,479.6646,False
segment_000.mp4,35,0,person,0.504887044429779,7.684021,0.54693604,631.9648,479.31335,False
segment_000.mp4,35,0,person,0.4149814546108246,495.76788,313.5044,545.5019,479.79944,False
segment_000.mp4,35,0,person,0.3989516496658325,25.60907,163.20897,406.9027,479.01697,False
segment_000.mp4,36,0,person,0.6967707276344299,375.2506,263.32922,550.5398,479.60742,False
segment_000.mp4,36,0,person,0.4599245488643646,28.285767,181.93475,416.1671,478.76428,False
segment_000.mp4,36,0,person,0.40210220217704773,9.328613,0.6449585,634.00366,480.0,False
segment_000.mp4,37,0,person,0.8377707004547119,376.61652,239.94008,550.0267,479.64075,False
segment_000.mp4,37,0,person,0.4741707444190979,27.004883,177.59052,401.2179,478.88324,False
segment_000.mp4,38,0,person,0.816133975982666,377.10345,229.40903,553.1365,479.94553,False
segment_000.mp4,38,0,person,0.561529278755188,31.109863,189.47356,399.6778,479.03058,False
segment_000.mp4,39,0,person,0.6596783399581909,380.17444,222.69125,559.91187,479.15762,False
segment_000.mp4,39,0,person,0.3571484088897705,36.343597,184.36679,401.75357,478.90115,False
segment_000.mp4,40,0,person,0.5867841839790344,380.04596,219.27536,567.3094,479.79874,False
segment_000.mp4,40,0,person,0.44297951459884644,38.72635,187.49307,401.6074,478.89554,False
segment_000.mp4,41,0,person,0.5456302762031555,378.3042,218.76398,573.3576,479.80048,False
segment_000.mp4,41,0,person,0.48519274592399597,39.619873,169.31998,411.6253,479.4188,False
segment_000.mp4,41,0,person,0.3273111581802368,281.85352,220.37012,573.0619,479.62457,False
segment_000.mp4,42,0,person,0.7185551524162292,374.03625,218.35057,574.24536,479.80432,False
segment_000.mp4,42,0,person,0.35935187339782715,36.83374,174.46796,408.7478,479.1468,False
segment_000.mp4,42,0,person,0.25205689668655396,6.074951,1.0228271,632.56226,480.0,False
segment_000.mp4,43,0,person,0.5763513445854187,374.36047,216.3353,570.65564,479.69016,False
segment_000.mp4,43,0,person,0.5415722131729126,31.16632,173.31616,408.25708,478.8521,False
segment_000.mp4,43,0,person,0.35011374950408936,7.805908,2.290924,630.8606,480.0,False
segment_000.mp4,44,0,person,0.7029288411140442,370.09833,211.22363,572.75287,479.73035,False
segment_000.mp4,44,0,person,0.32537132501602173,7.9954834,3.307373,625.91064,478.02997,False
segment_000.mp4,44,0,person,0.3219629228115082,32.642334,176.81279,397.44772,478.60895,False
segment_000.mp4,45,0,person,0.4991000294685364,31.477661,163.13664,407.6577,478.79816,False
segment_000.mp4,45,0,person,0.43350401520729065,366.22028,210.95544,575.0931,479.64038,False
segment_000.mp4,46,0,person,0.4422614276409149,24.336182,159.9125,398.681,478.76852,False
segment_000.mp4,46,0,person,0.3978462219238281,374.58777,204.96126,567.05066,479.01337,False
segment_000.mp4,47,0,person,0.4312172830104828,1.1755066,0.43197632,383.5423,475.12057,False
segment_000.mp4,47,24,backpack,0.3497624099254608,374.31915,302.48004,514.2686,479.92877,False
segment_000.mp4,48,0,person,0.8271496891975403,0.3911438,55.808044,356.10187,478.70386,False
segment_000.mp4,48,0,person,0.5701138973236084,323.79077,128.79456,487.6831,470.95007,False
segment_000.mp4,49,0,person,0.7214451432228088,0.0,39.515015,352.172,386.68134,False
segment_000.mp4,49,0,person,0.5975777506828308,108.465256,325.09393,239.44612,479.53888,False
segment_000.mp4,49,0,person,0.5410401821136475,324.64862,235.37411,472.3808,435.8483,False
segment_000.mp4,49,0,person,0.5290425419807434,319.79053,105.34964,476.1599,434.45724,False
segment_000.mp4,49,0,person,0.4943837821483612,320.4145,106.816376,475.78864,312.17365,False
segment_000.mp4,50,0,person,0.7436818480491638,0.6493225,26.391663,364.64478,476.35358,False
segment_000.mp4,50,0,person,0.6250685453414917,318.8369,99.99786,470.89563,421.1079,False
segment_000.mp4,50,0,person,0.46478068828582764,325.35828,230.01787,464.25952,423.3177,False
segment_000.mp4,50,0,person,0.2924192547798157,319.8247,102.314026,470.85876,310.16333,False
segment_000.mp4,51,0,person,0.8621212840080261,0.43795776,4.2539062,364.18787,477.54974,False
segment_000.mp4,51,0,person,0.8075498342514038,307.58875,93.61212,451.37866,410.8583,False
segment_000.mp4,51,62,tv,0.269478440284729,586.0165,278.758,639.8036,428.88727,False
segment_000.mp4,52,0,person,0.8495661616325378,0.17565918,1.1968689,349.47437,474.78455,False
segment_000.mp4,52,0,person,0.7787578105926514,307.37793,92.46417,439.50916,396.40088,False
segment_000.mp4,52,0,person,0.2596883475780487,309.49573,222.2191,431.6098,396.6576,False
segment_000.mp4,53,0,person,0.7071855068206787,0.0,0.82214355,331.28455,442.36566,False
segment_000.mp4,53,0,person,0.5716215968132019,307.22675,75.99176,433.373,373.47534,False
segment_000.mp4,53,0,person,0.4885755181312561,307.05145,205.38867,425.32092,372.87164,False
segment_000.mp4,53,0,person,0.4357331395149231,308.72174,76.756165,432.56897,275.6034,False
segment_000.mp4,54,0,person,0.8498382568359375,0.37826538,0.26785278,336.4134,401.58698,False
segment_000.mp4,54,62,tv,0.2886253297328949,585.10254,290.7329,639.82776,370.7882,False
segment_000.mp4,54,0,person,0.2601626515388489,248.66057,1.4038086,432.97125,437.33466,False
segment_000.mp4,55,0,person,0.791812539100647,0.6716614,0.68444824,337.4541,353.10333,False
segment_000.mp4,55,0,person,0.7290319204330444,298.82983,0.0,440.07043,288.1501,False
segment_000.mp4,55,67,cell phone,0.711956799030304,272.15875,0.15005493,302.4594,32.898323,False
segment_000.mp4,55,62,tv,0.555873692035675,564.4044,197.03966,639.7108,344.07092,False
segment_000.mp4,56,0,person,0.7592412829399109,0.9476929,0.6689453,326.3636,347.33173,False
segment_000.mp4,56,0,person,0.548748254776001,218.72122,0.16067505,441.15524,279.29453,False
segment_000.mp4,56,0,person,0.5114061236381531,303.1402,0.14419556,440.3686,280.3719,False
segment_000.mp4,56,62,tv,0.45125725865364075,567.23035,186.00772,639.73376,333.16116,False
segment_000.mp4,56,67,cell phone,0.41515448689460754,268.59576,0.04166794,295.65576,22.855515,False
segment_000.mp4,56,0,person,0.2853269875049591,0.47164917,321.3396,78.00636,479.44995,False
segment_000.mp4,57,0,person,0.8182328343391418,229.2495,0.087768555,446.6742,286.96698,False
segment_000.mp4,57,0,person,0.4606720805168152,0.8935547,0.9753418,274.0318,352.3379,False
segment_000.mp4,57,62,tv,0.38901427388191223,572.8482,187.06435,639.7343,335.23804,False
segment_000.mp4,57,0,person,0.3331677317619324,0.5099716,318.0744,80.33621,479.50482,False
segment_000.mp4,57,67,cell phone,0.29072704911231995,272.08215,0.07967377,302.34363,28.374176,False
segment_000.mp4,58,0,person,0.7961205244064331,239.10252,0.0,461.55493,285.61243,False
segment_000.mp4,58,0,person,0.6368051767349243,1.5145264,1.0126343,284.49426,339.6325,False
segment_000.mp4,58,0,person,0.35134562849998474,141.7432,202.51892,256.86624,340.36133,False
segment_000.mp4,58,0,person,0.2592516839504242,0.5030899,288.20276,99.251686,479.53357,False
segment_000.mp4,59,0,person,0.8273632526397705,0.38427734,0.930603,289.15875,335.48224,False
segment_000.mp4,59,0,person,0.741463840007782,241.71198,0.14007568,465.39844,291.57,False
segment_000.mp4,59,62,tv,0.604779839515686,585.2779,192.11914,639.5992,340.58942,False
segment_000.mp4,59,0,person,0.4452642798423767,0.6108475,301.79773,111.20489,479.35278,False
segment_000.mp4,60,0,person,0.7509475350379944,0.95358276,0.85202026,325.5808,343.1561,False
segment_000.mp4,60,62,tv,0.5756122469902039,581.3797,195.249,639.7016,345.55197,False
segment_000.mp4,60,0,person,0.435003399848938,325.58533,101.1612,456.8711,303.4201,False
segment_000.mp4,60,0,person,0.41705262660980225,241.47165,0.0,457.5424,303.64124,False
segment_000.mp4,60,0,person,0.37411296367645264,0.5480728,314.69525,86.505226,479.55536,False
segment_000.mp4,60,71,sink,0.29901763796806335,16.249695,221.51395,425.5614,467.22665,False
segment_000.mp4,61,0,person,0.8211002945899963,317.95026,125.09551,441.67383,311.21503,False
segment_000.mp4,61,0,person,0.8200986385345459,0.9769592,0.9521179,325.08405,356.81284,False
segment_000.mp4,61,62,tv,0.42641681432724,571.2949,203.77324,639.6897,354.39166,False
segment_000.mp4,61,0,person,0.29476937651634216,0.45314026,329.5924,66.36888,479.248,False
segment_000.mp4,62,0,person,0.8695529103279114,315.64417,120.06213,430.10004,305.38397,False
segment_000.mp4,62,0,person,0.8685628771781921,1.0973511,1.114624,322.46826,352.13446,False
segment_000.mp4,62,67,cell phone,0.5001092553138733,275.92746,0.34422207,308.788,31.927696,False
segment_000.mp4,62,62,tv,0.45475271344184875,567.8715,198.02196,639.70795,345.9613,False
segment_000.mp4,62,0,person,0.4169442355632782,0.8165817,336.28375,74.06861,479.36273,False
segment_000.mp4,63,0,person,0.8584486246109009,0.72125244,1.176178,310.72357,352.07727,False
segment_000.mp4,63,67,cell phone,0.6151851415634155,273.83517,0.4090109,305.9161,31.740555,False
segment_000.mp4,63,0,person,0.5976037979125977,311.85776,121.22272,424.4545,305.13086,False
segment_000.mp4,63,62,tv,0.4852631390094757,563.1247,199.35564,639.68146,349.35846,False
segment_000.mp4,63,0,person,0.41185814142227173,220.30383,1.7344971,424.0738,304.67938,False
segment_000.mp4,64,0,person,0.818730890750885,0.5211792,0.93310547,319.0662,354.4804,False
