video_name,frame_number,object_class,class_name,confidence_score,x1,y1,x2,y2,is_face
segment_001,1,0,person,0.49567702412605286,86.73037719726562,199.08251953125,481.6980285644531,479.0721435546875,False
segment_001,1,0,person,0.2643875181674957,77.3489990234375,0.696868896484375,617.6220703125,480.0,False
segment_001,2,0,person,0.4152832627296448,94.6971435546875,192.76124572753906,485.2068786621094,477.8488464355469,False
segment_001,2,0,person,0.3900068700313568,92.9895248413086,0.4284776449203491,581.435302734375,477.67974853515625,False
segment_001,3,0,person,0.6944475173950195,115.1798095703125,185.66844177246094,497.8143310546875,477.0718994140625,False
segment_001,3,0,person,0.3643249273300171,94.77047729492188,1.0335605144500732,625.1867065429688,477.4068603515625,False
segment_001,4,0,person,0.4462395906448364,167.79733276367188,179.3218231201172,547.580810546875,472.0279846191406,False
segment_001,4,0,person,0.29269394278526306,76.24740600585938,4.193185329437256,629.7498168945312,470.751708984375,False
segment_001,5,0,person,0.577544093132019,234.89955139160156,154.73141479492188,623.7127075195312,473.83929443359375,False
segment_001,5,0,person,0.22772403061389923,193.83193969726562,3.6772055625915527,640.0,472.28717041015625,False
segment_001,6,0,person,0.4978390634059906,265.5127258300781,146.1835174560547,640.0,480.0,False
segment_001,6,0,person,0.19401301443576813,249.47958374023438,4.79739236831665,640.0,479.40411376953125,False
segment_001,7,0,person,0.5467073321342468,270.6659240722656,141.40916442871094,640.0,478.5904541015625,False
segment_001,7,0,person,0.2219735085964203,263.54046630859375,2.9313223361968994,640.0,478.4687194824219,False
segment_001,8,0,person,0.5396551489830017,282.8967590332031,1.9384799003601074,640.0,477.8807067871094,False
segment_001,9,0,person,0.5610685348510742,298.79248046875,9.710936546325684,640.0,480.0,False
segment_001,10,0,person,0.5067049264907837,303.44952392578125,59.269657135009766,637.15966796875,480.0,False
segment_001,11,0,person,0.5638777613639832,304.7580261230469,86.7332992553711,636.795166015625,480.0,False
segment_001,12,0,person,0.5866352915763855,310.0576477050781,92.32096862792969,638.8406982421875,480.0,False
segment_001,13,0,person,0.7315995693206787,316.2025146484375,92.55374908447266,640.0,478.8547668457031,False
segment_001,14,0,person,0.6969815492630005,334.0450744628906,79.59820556640625,640.0,477.0154724121094,False
segment_001,15,0,person,0.7867757081985474,344.1220703125,48.132205963134766,640.0,478.8833312988281,False
segment_001,16,0,person,0.6694743633270264,349.3662414550781,21.615154266357422,640.0,480.0,False
segment_001,16,0,person,0.6516140103340149,526.3827514648438,350.5808410644531,640.0,478.2859802246094,False
segment_001,17,0,person,0.7854180335998535,357.7764587402344,4.73929500579834,640.0,476.8356018066406,False
segment_001,17,0,person,0.45544153451919556,551.0673217773438,335.040771484375,640.0,477.09942626953125,False
segment_001,17,72,refrigerator,0.47203779220581055,1.1278698444366455,1.2485159635543823,630.4403686523438,477.569091796875,False
segment_001,18,0,person,0.40014562010765076,371.2456359863281,0.32579073309898376,640.0,479.844482421875,False
segment_001,18,0,person,0.14883320033550262,583.6296997070312,320.1896667480469,640.0,477.62310791015625,False
segment_001,19,0,person,0.5630103945732117,387.2444152832031,2.216949462890625,640.0,464.54559326171875,False
segment_001,20,0,person,0.7417780756950378,408.0608215332031,0.9040465950965881,640.0,403.1087646484375,False
segment_001,20,72,refrigerator,0.3854060471057892,1.0275498628616333,2.36031174659729,638.0833740234375,477.633056640625,False
segment_001,21,0,person,0.698773980140686,419.2040710449219,0.29914963245391846,639.3573608398438,368.7854309082031,False
segment_001,22,0,person,0.72063148021698,420.4700927734375,1.7321007251739502,634.2359619140625,354.6353759765625,False
segment_001,23,0,person,0.7401734590530396,421.87554931640625,1.0207843780517578,632.9879760742188,343.6868591308594,False
segment_001,24,0,person,0.8446171879768372,432.5469665527344,1.9877851009368896,634.2129516601562,339.6710205078125,False
segment_001,25,0,person,0.8360583186149597,438.424560546875,2.425499439239502,633.4129028320312,338.5228576660156,False
segment_001,26,0,person,0.7994301915168762,442.7187194824219,3.283390998840332,633.0883178710938,341.2220153808594,False
segment_001,27,0,person,0.7769384384155273,437.3582763671875,2.256078004837036,631.522705078125,343.2651062011719,False
