video_name,frame_number,object_class,class_name,confidence_score,x1,y1,x2,y2,is_face
segment_000,1,0,person,0.8159425854682922,0.565338134765625,138.04678344726562,300.788818359375,477.5181579589844,False
segment_000,2,0,person,0.7971262335777283,0.2801920473575592,136.55288696289062,291.5921630859375,477.87591552734375,False
segment_000,3,0,person,0.8825802206993103,2.506587266921997,136.8632354736328,292.9867248535156,477.9873046875,False
segment_000,4,0,person,0.8595125079154968,3.6122095584869385,138.34085083007812,297.62017822265625,475.2946472167969,False
segment_000,4,73,book,0.47825032472610474,192.9550018310547,2.0062763690948486,556.8486328125,132.1207733154297,False
segment_000,5,0,person,0.8286156058311462,5.35194730758667,140.95263671875,311.5682373046875,477.0176696777344,False
segment_000,5,73,book,0.2927345335483551,207.23025512695312,2.310316324234009,568.7526245117188,135.1136016845703,False
segment_000,6,0,person,0.6457278728485107,1.7212282419204712,145.44615173339844,320.2871398925781,480.0,False
segment_000,7,0,person,0.7604920864105225,0.0,153.30850219726562,323.7742004394531,480.0,False
segment_000,8,0,person,0.738161563873291,0.0,158.76927185058594,333.3772888183594,480.0,False
segment_000,9,0,person,0.38847780227661133,0.0,152.89292907714844,339.5851745605469,480.0,False
segment_000,9,0,person,0.4668079614639282,1.4551682472229004,15.62447738647461,340.9474792480469,404.87286376953125,False
segment_000,10,0,person,0.1480463594198227,0.0,222.24557495117188,345.6382751464844,477.8114318847656,False
segment_000,10,0,person,0.793615460395813,1.9740009307861328,19.758895874023438,346.6956481933594,462.21868896484375,False
segment_000,11,0,person,0.16121900081634521,0.0,256.11810302734375,350.2298583984375,478.27703857421875,False
segment_000,11,0,person,0.8003465533256531,1.1538841724395752,17.50428009033203,355.8110046386719,480.0,False
segment_000,12,0,person,0.15172730386257172,1.652817726135254,270.435546875,360.0186462402344,479.0197448730469,False
segment_000,12,0,person,0.8359178900718689,1.414263129234314,31.83847427368164,369.8997497558594,480.0,False
segment_000,13,0,person,0.40939489006996155,3.0889055728912354,272.9940185546875,366.77996826171875,479.7192077636719,False
segment_000,13,0,person,0.3300415575504303,2.7417595386505127,11.143839836120605,450.0898132324219,443.5196533203125,False
segment_000,14,0,person,0.37731489539146423,3.121258020401001,280.04833984375,320.3759460449219,480.0,False
segment_000,14,0,person,0.14648939669132233,3.4406306743621826,3.8427295684814453,578.522705078125,469.89453125,False
segment_000,14,0,person,0.34661155939102173,5.310145854949951,194.34771728515625,391.48095703125,479.06640625,False
segment_000,15,0,person,0.4462907314300537,12.843234062194824,300.1723327636719,322.9355163574219,479.5852355957031,False
segment_000,15,59,bed,0.21339276432991028,4.474172115325928,1.818698763847351,629.7871704101562,477.8934020996094,False
segment_000,15,0,person,0.2890605330467224,14.979039192199707,198.8917694091797,402.1965026855469,478.7384033203125,False
segment_000,16,0,person,0.10425697267055511,30.57465934753418,311.41204833984375,373.9478759765625,478.4124450683594,False
segment_000,16,0,person,0.16761580109596252,2.675200939178467,0.0,640.0,479.2007751464844,False
segment_000,16,0,person,0.5509716868400574,29.70945930480957,197.24252319335938,410.36798095703125,478.50579833984375,False
segment_000,17,0,person,0.10321076959371567,3.7215960025787354,0.26911798119544983,640.0,478.86199951171875,False
segment_000,17,0,person,0.45915406942367554,31.910343170166016,207.8187255859375,421.2890930175781,479.4493408203125,False
segment_000,18,0,person,0.1482035368680954,1.4399782419204712,0.6195640563964844,640.0,479.9528503417969,False
segment_000,18,0,person,0.707115650177002,41.26099395751953,205.7239532470703,422.5221862792969,478.9954528808594,False
segment_000,19,0,person,0.11976389586925507,1.396274209022522,2.1307055950164795,640.0,479.3705139160156,False
segment_000,19,0,person,0.7202495336532593,44.091957092285156,206.6239471435547,423.8635559082031,479.6541442871094,False
segment_000,20,0,person,0.1978367269039154,0.0,2.167171001434326,634.259033203125,480.0,False
segment_000,20,0,person,0.6145566701889038,41.85004806518555,210.40383911132812,424.31463623046875,480.0,False
