video_name,frame_number,face_id,confidence,x1,y1,x2,y2,detection_type,object_class,class_name,confidence_score,is_face
segment_000,16,1,289.4667358398437,53.0,268.0,148.0,388.0,face,,,,False
segment_000,16,2,286.4414978027344,53.0,268.0,148.0,388.0,face,,,,False
segment_000,16,3,267.9833374023437,53.0,268.0,148.0,388.0,face,,,,False
segment_000,16,4,257.6820983886719,53.0,268.0,148.0,388.0,face,,,,False
segment_000,16,5,253.0201568603516,53.0,268.0,148.0,388.0,face,,,,False
segment_000,16,6,60.2322998046875,53.0,268.0,148.0,388.0,face,,,,False
segment_000,16,7,55.49438095092773,53.0,268.0,148.0,388.0,face,,,,False
segment_000,16,8,51.91085052490234,53.0,268.0,148.0,388.0,face,,,,False
segment_000,16,9,51.01735305786133,53.0,268.0,148.0,388.0,face,,,,False
segment_000,16,10,41.613529205322266,53.0,268.0,148.0,388.0,face,,,,False
segment_000,16,11,0.6589080095291138,53.0,268.0,148.0,388.0,face,,,,False
segment_000,45,1,266.4574890136719,435.0,480.0,535.0,480.0,face,,,,False
segment_000,45,2,264.48486328125,435.0,480.0,535.0,480.0,face,,,,False
segment_000,45,3,264.4190368652344,435.0,480.0,535.0,480.0,face,,,,False
segment_000,45,4,263.7191162109375,435.0,480.0,535.0,480.0,face,,,,False
segment_000,45,5,263.2909240722656,435.0,480.0,535.0,480.0,face,,,,False
segment_000,45,6,204.8559417724609,435.0,480.0,535.0,480.0,face,,,,False
segment_000,45,7,204.40257263183597,435.0,480.0,535.0,480.0,face,,,,False
segment_000,45,8,201.0272216796875,435.0,480.0,535.0,480.0,face,,,,False
segment_000,45,9,196.6093292236328,435.0,480.0,535.0,480.0,face,,,,False
segment_000,45,10,195.87457275390625,435.0,480.0,535.0,480.0,face,,,,False
segment_000,45,11,0.4056780040264129,435.0,480.0,535.0,480.0,face,,,,False
segment_000,48,1,135.341796875,295.0,184.0,375.0,299.0,face,,,,False
segment_000,48,2,133.37887573242188,295.0,184.0,375.0,299.0,face,,,,False
segment_000,48,3,131.00782775878906,295.0,184.0,375.0,299.0,face,,,,False
segment_000,48,4,130.51657104492188,295.0,184.0,375.0,299.0,face,,,,False
segment_000,48,5,130.18553161621094,295.0,184.0,375.0,299.0,face,,,,False
segment_000,48,6,129.91656494140625,295.0,184.0,375.0,299.0,face,,,,False
segment_000,48,7,128.29354858398438,295.0,184.0,375.0,299.0,face,,,,False
segment_000,48,8,120.7641143798828,295.0,184.0,375.0,299.0,face,,,,False
segment_000,48,9,111.91120147705078,295.0,184.0,375.0,299.0,face,,,,False
segment_000,48,10,111.71541595458984,295.0,184.0,375.0,299.0,face,,,,False
segment_000,48,11,0.3687577247619629,295.0,184.0,375.0,299.0,face,,,,False
segment_000,50,1,379.0458679199219,350.0,291.0,443.0,428.0,face,,,,False
segment_000,50,2,378.7806701660156,350.0,291.0,443.0,428.0,face,,,,False
segment_000,50,3,360.490234375,350.0,291.0,443.0,428.0,face,,,,False
segment_000,50,4,343.3569641113281,348.0,301.0,441.0,423.0,face,,,,False
segment_000,50,5,342.5747375488281,348.0,301.0,441.0,423.0,face,,,,False
segment_000,50,6,340.9085388183594,350.0,291.0,443.0,428.0,face,,,,False
segment_000,50,7,338.826171875,350.0,291.0,443.0,428.0,face,,,,False
segment_000,50,8,328.177978515625,350.0,291.0,443.0,428.0,face,,,,False
segment_000,50,9,325.5934753417969,350.0,291.0,443.0,428.0,face,,,,False
segment_000,50,10,319.2017517089844,350.0,291.0,443.0,428.0,face,,,,False
segment_000,50,11,159.38063049316406,388.0,61.0,430.0,104.0,face,,,,False
segment_000,50,12,156.3145751953125,388.0,61.0,430.0,104.0,face,,,,False
segment_000,50,13,155.97152709960938,388.0,61.0,430.0,104.0,face,,,,False
segment_000,50,14,154.90789794921875,388.0,61.0,430.0,104.0,face,,,,False
segment_000,50,15,154.09097290039062,388.0,61.0,430.0,104.0,face,,,,False
segment_000,50,16,66.09757232666016,388.0,61.0,430.0,104.0,face,,,,False
segment_000,50,17,65.24832916259766,388.0,61.0,430.0,104.0,face,,,,False
segment_000,50,18,61.23963928222656,388.0,61.0,430.0,104.0,face,,,,False
segment_000,50,19,61.087852478027344,388.0,61.0,430.0,104.0,face,,,,False
segment_000,50,20,59.931434631347656,388.0,61.0,430.0,104.0,face,,,,False
segment_000,50,21,0.8277408480644226,350.0,291.0,443.0,428.0,face,,,,False
segment_000,50,22,0.3819194138050079,388.0,61.0,430.0,104.0,face,,,,False
segment_000,51,1,420.9467468261719,123.0,377.0,226.0,480.0,face,,,,False
segment_000,51,2,419.971923828125,123.0,377.0,226.0,480.0,face,,,,False
segment_000,51,3,401.900634765625,123.0,377.0,226.0,480.0,face,,,,False
segment_000,51,4,387.4857177734375,346.0,279.0,437.0,415.0,face,,,,False
segment_000,51,5,385.26116943359375,346.0,279.0,437.0,415.0,face,,,,False
segment_000,51,6,381.1187133789063,123.0,377.0,226.0,480.0,face,,,,False
segment_000,51,7,379.5328369140625,123.0,377.0,226.0,480.0,face,,,,False
segment_000,51,8,364.6151428222656,346.0,279.0,437.0,415.0,face,,,,False
segment_000,51,9,363.20904541015625,346.0,279.0,437.0,415.0,face,,,,False
segment_000,51,10,359.4207458496094,346.0,279.0,437.0,415.0,face,,,,False
segment_000,51,11,347.79217529296875,346.0,279.0,437.0,415.0,face,,,,False
